,User,Text,Date,Favorites,Retweets,Mentions,Hashtags
29,kainsarijakarta,#lathi #5YearsWithEatJin #harkitnas #INDONESIABISA #المنطقة_الشرقية #schoolsreopening #Ramadan #Covid_19 #CycloneAmphanUpdate #TheVoiceFinale #Namjoon #RabuAmbyar #indonesia #jaksel #hijabsaree #tiktok #psbb #love #twitter #TerserahIndonesia #THR #MALL #IDULFITRI2020 #Corona ID ,2020-05-20 07:47:25+00:00,0,1,,#lathi #5YearsWithEatJin #harkitnas #INDONESIABISA #schoolsreopening #Ramadan #Covid_19 #CycloneAmphanUpdate #TheVoiceFinale #Namjoon #RabuAmbyar #indonesia #jaksel #hijabsaree #tiktok #psbb #love #twitter #TerserahIndonesia #THR #MALL #IDULFITRI2020 #Corona
30,prasetyoalbanna,Rehat sejenak..... #itiqaf #27ramadhan1441 #corona #bireligidpu – at Masjid Baitul Ihsan,2020-05-20 05:40:57+00:00,0,0,,#itiqaf #27ramadhan1441 #corona #bireligidpu
31,rigin2006,Gule ayam kampung asli #masakanrumahan #masakan #chefrigin #socialdistancing #corona #aslimedan #aslihomemade #sedap @Depok https://www.instagram.com/p/CAYL8JKhSX6/?igshid=1e73ibup7b2ri,2020-05-19 17:31:37+00:00,0,0,,#masakanrumahan #masakan #chefrigin #socialdistancing #corona #aslimedan #aslihomemade #sedap
32,rigin2006,"Dengarkan bunyi gurihnya... terasa langsung enaknya... itulah teri kacang yang melegenda itu ikan teri medan wak..... #masakanrumahan #masakan #chefrigin #socialdistancing #corona @Taman Duta , Cisalak https://www.instagram.com/p/CAYKnOgh0F-/?igshid=zeswv2kztpeu",2020-05-19 17:20:22+00:00,0,0,,#masakanrumahan #masakan #chefrigin #socialdistancing #corona
34,24bagaz,Coba cek isi pala kalian ! GoBlokkk !!! #quarantine #stayhome #corona #covid19 @Pulau Seribu https://www.instagram.com/p/CAXNXdrBFCH/?igshid=1k2btiryk924q,2020-05-19 08:25:00+00:00,0,0,,#quarantine #stayhome #stayhome #corona #covid19
35,derilramadhann,"Barusan dapet kabar ada perawat di RS Royal Surabaya yang positif covid-19 dalam kondisi hamil 4 bulan. Tbtb keinget orang yang ngumpul di mcd sarinah, yang di bandara soeta, hey dickhead where is ur brain?. Wajar tenaga medis pada ngeluh nyerah #Corona",2020-05-18 07:30:05+00:00,0,0,,#Corona
36,AdjieAni,TERSERAH THE RAP UP https://youtu.be/zEWGjdmxFUQ via @YouTube #indonesiaterserah #COVID__19 #corona #dirumahaja #virus #wabah,2020-05-17 14:16:30+00:00,1,0,@YouTube,#indonesiaterserah #COVID__19 #corona #dirumahaja #dirumahaja #virus #wabah
37,RiaTumimomor,"Skrg mau marah2 juga udah pasti kena semua sama virus #corona Yah oke, gak semua tapi nyaris semua. Kl mau sama somplaknya dgn yg bangga gak cuci tangan sm ogah pake masker ya silahkan aja... *siap2 unpren*",2020-05-17 13:47:18+00:00,0,0,,#corona
38,Coolrudi1,@RadioElshinta Sudah seharusnya mereka yang mampu dan berkecukupan lebih bijaksana dalam masa-masa #corona ini. Dahulukan saudara-saudara kita yang lebih pantas untuk mendapatkannya @DKIJakarta @jokowi @Dennysiregar7 @susipudjiastuti @ruhutsitompul @DivHumas_Polri @penny_lukito,2020-05-17 07:02:22+00:00,0,0,@RadioElshinta @DKIJakarta @jokowi @Dennysiregar7 @susipudjiastuti @ruhutsitompul @DivHumas_Polri @penny_lukito,#corona
40,YantNendi,#Corona Tenang Di dalam rumah masih bisa nafas ko ,2020-05-16 19:18:58+00:00,0,0,,#Corona
41,TheSamuelStreet,Selamat berakhir pekan. . . . . . . #men #casual #ootd #outdoor #staywithstyle #potrait #casual #potrait #lightroom #snapseed #looker #pandemic #covid19 #corona #TheSamuelStreet #SamuelSimorangkir #withsamsung… https://www.instagram.com/p/CAQENMUBtNy/?igshid=1lu49b6u706v5,2020-05-16 13:50:09+00:00,0,0,,#men #casual #ootd #outdoor #staywithstyle #potrait #casual #potrait #lightroom #snapseed #looker #pandemic #covid19 #corona #TheSamuelStreet #SamuelSimorangkir #withsamsung
44,Coolrudi1,@RadioElshinta #lalin jl.Kramat Raya JakPus terlihat ramai dan mulai padat menjelang sore. Terlihat activitas warga Jakarta mulai menggeliat paska #Corona Tetap jaga #SocialDistancing,2020-05-15 07:57:32+00:00,0,0,@RadioElshinta,#lalin #Corona #SocialDistancing
45,oppah_nova,Selamat Pagi .. sedikit info perihal kenaikan investasi properti Info lebih : Nova 085777906197 #apartemenmurah #viralinternaisonal #apartemendepok #tiktok #apartemenmewah #corona #apartemenkonsephotel #covid19… https://www.instagram.com/p/CALyW-sHl_k/?igshid=rnfexnwx6odu,2020-05-14 21:57:12+00:00,0,0,,#apartemenmurah #viralinternaisonal #apartemendepok #tiktok #apartemenmewah #corona #apartemenkonsephotel #covid19
46,DwiSudibyo1,"Mari kita bersatu dan bersama2 memutus penyebaran Covid 19,dengan penuh semangat dan pantang menyerah. #Bersama kita bisa. #Corona minggat. @RS Jakarta https://www.instagram.com/p/CALJ18gDCdU/?igshid=1wnozraiiy5vl",2020-05-14 16:03:10+00:00,0,0,,#Bersama #Corona
47,daranyssaw,Sumpah shock banget demi apapun waktu tau mama nya temen kantor aku positive corona padahal mamanya lagi berjuang melawan kanker. Sekarang temen aku malah reactive vitrus. YaAllah dinda yg kuat #Covid_19 #COVID19 #soetta #BPJS #Corona ,2020-05-14 11:34:03+00:00,0,2,,#Covid_19 #COVID19 #soetta #BPJS #Corona
48,taufikcokklat1,"Acara keagamaan apa? Yang jelas dong! Penyebaran Corona di Jabar dari 5 Klaster, Ini Datanya, Selalu Jaga Diri https://m.jpnn.com/news/penyebaran-corona-di-jabar-dari-5-klaster-ini-datanya-selalu-jaga-diri #Corona lewat @jpnncom",2020-05-13 22:11:32+00:00,0,0,@jpnncom,#Corona
49,AanAssegaaf,AYO ZAKAT KE BAZNAS Membantu mencegah dan menanggulangi penyebaran Covid-19 bagi kaum rentan dg cara transfer ke: BNI S 0095555554 BCA 6860148755 Bank Mandiri 0700001855555 a.n. Badan Amil Zakat Nasional Info : 087877373555 #Zakat #Ramadhan #Corona #LekasPulihIndonesia,2020-05-13 21:03:56+00:00,0,0,,#Zakat #Ramadhan #Corona #LekasPulihIndonesia
50,binalinal,"BPJS naik.....tapi benerr.... kena frenk, Miris_ #BPJS #bpjskesehatan #CORONA #Korona @jokowi",2020-05-13 15:06:45+00:00,0,1,@jokowi,#BPJS #bpjskesehatan #CORONA #Korona
51,aishinickaa,"#Corona cepatlah usai yaa, uda lelah dirumah aja... kangen suasana ramai di jalanan, kangen suasana desak2an n rebutan kursi di Krl n Tj, kangen hirup udara segar tnpa masker...",2020-05-13 14:40:05+00:00,0,0,,#Corona
55,enihardi_adv,#PSBB #dirumahaja Tonton youtube @enihardi_fish yuk! Klik link dibawah ya! https://youtu.be/2T5Gv1bECY8 #dirumahsaja #StayHome #COVID19 #Covid_19 #Corona #FolloMe #folllowme #folowtrick #folloback #follotrick,2020-05-12 15:47:22+00:00,2,19,@enihardi_fish,#PSBB #dirumahaja #dirumahaja #dirumahsaja #dirumahsaja #StayHome #StayHome #COVID19 #Covid_19 #Corona #FolloMe #folllowme #folowtrick #folloback #follotrick
57,ari_anto82,"Ketika aku terbangun, harapan dan keinginan ini masih tetap sama, semoga pandemi ini cepat sirna. #dirumahaja #dirumahsaja #covid19 #corona #puasa #puasaramadhan #puasa2020 #puasa1441h #ayodolan @… https://www.instagram.com/p/CAEnDtbDYmZ/?igshid=4bm47rg824un",2020-05-12 03:03:45+00:00,0,0,,#dirumahaja #dirumahaja #dirumahsaja #dirumahsaja #covid19 #corona #puasa #puasaramadhan #puasa2020 #puasa1441h #ayodolan
58,khodoel2G,Alhamdulillah terkasana sebar takjil Ramadhan (star) @laz_gis wahyu_lazgispeduli warungkandang_aqiqah #lazgispeduli #tiktok #takjil #ramadhan #corona #covid_19 #lazgismakinpeduli @Gema Indonesia Sejahtera Foundation https://www.instagram.com/p/CAC6xXznLT0/?igshid=1bjfejmf2qkoz,2020-05-11 11:17:33+00:00,0,0,@laz_gis,#lazgispeduli #tiktok #takjil #ramadhan #corona #covid_19 #lazgismakinpeduli
59,Iwanjkt21,Wah si son ..si pak teungku pd alih profesi.. dagang minyak wangi..mantap semoga laris #imbas #corona,2020-05-11 04:19:02+00:00,0,1,,#imbas #corona
60,bestbens,Sepatu gue pasti mikir yang punya sdh mokat #corona #StayHome – at Gunawarman 31-33,2020-05-10 11:30:50+00:00,0,0,,#corona #StayHome #StayHome
61,Emtezet,"Siap Acting! Santai sejenak nunggu Buka Puasa! . #Ramadhan #Corona #covid19 #PSBB @Jakarta, Indonesia https://www.instagram.com/p/CAAQBBqHhqS/?igshid=1exiv2q705f5l",2020-05-10 10:26:55+00:00,0,1,,#Ramadhan #Corona #covid19 #PSBB
62,indosportdotcom,Ulasan selengkapnya klik link di bio ya Sob #KoreaSelatan #Korsel #KLeague #Liga1 #Indonesia #Corona #Covid19 #indosport,2020-05-10 01:26:43+00:00,0,0,,#KoreaSelatan #Korsel #KLeague #Liga1 #Indonesia #Corona #Covid19 #indosport
63,unitutie,Rendang Sapi UniTutie 250g Beef Rendang BUY 1 GET 1 Tokopedia Only Weekend Promo Limited Stock SHOP NOW . #rendang #readytoeat #realfood #beef #beefrendang #halal #halalfood #rendangunitutie #covid19 #corona… https://www.instagram.com/p/B_8-_j8BScg/?igshid=1r6k8m6no56ha,2020-05-09 03:59:00+00:00,0,0,,#rendang #readytoeat #realfood #beef #beefrendang #halal #halalfood #rendangunitutie #covid19 #corona
64,BagusHendarman,pengen di gagahi sama cowok yg badannya gemuk berisi ( gempal ) lokasi cikupa-TANGERANG #covid19 #coronavirus #corona #tangerang #wariasidoarjo #dirumahaja #wanita #wanitamuslimah #serang #pandeglang… https://www.instagram.com/p/B_8RX1oD6T4/?igshid=118hnkoz69qv3,2020-05-08 21:20:22+00:00,0,0,,#covid19 #coronavirus #corona #tangerang #wariasidoarjo #dirumahaja #dirumahaja #wanita #wanitamuslimah #serang #pandeglang
65,oppah_nova,#roykiyosih #viralinternaisonal #apartemendepok #tiktok #apartemenmewah #corona #apartemenkonsephotel #covid19 #apartemencimanggiscity #investapartemen #investasiproperty #depok #infodepok #depokhits #jakarta… https://www.instagram.com/p/B_8Q_vDHUHE/?igshid=jtgexvpnugar,2020-05-08 21:17:03+00:00,0,0,,#roykiyosih #viralinternaisonal #apartemendepok #tiktok #apartemenmewah #corona #apartemenkonsephotel #covid19 #apartemencimanggiscity #investapartemen #investasiproperty #depok #infodepok #depokhits #jakarta
66,BieColourful,"Dimana letak perbedaanya? Gowes, gaya, moto, minum, ngaso, gowes ‍ . . . . . . . . #photooftheday #bicycle #ecosmo10 #elementbike #bikelife #bike #instagood #healthylifestyle #corona #likeforlikes #instagram… https://www.instagram.com/p/B_7clU2AGb4/?igshid=1m3wz4334asma",2020-05-08 13:39:05+00:00,0,0,,#photooftheday #bicycle #ecosmo10 #elementbike #bikelife #bike #instagood #healthylifestyle #corona #likeforlikes #instagram
67,boss_bikini,Peluang bisnis nih ... sapa tau Abang berdua mau join modal @MCentriano @remilalessandro #corona #coronabangsat #CoronaUpdate #dirumahsaja,2020-05-08 07:50:57+00:00,0,0,@MCentriano @remilalessandro,#corona #coronabangsat #CoronaUpdate #dirumahsaja #dirumahsaja
68,BitoctoExchange,Terima kasih untuk semua tenaga medis yang berjuang di garis depan menghadapi dan melawan virus #Corona. Semoga diberikan perlindungan dalam wabah ini. #JumatBerkah #TheNewNormalLife,2020-05-08 06:35:54+00:00,0,3,,#Corona #JumatBerkah #TheNewNormalLife
69,oppah_nova,Selamat Berpuasa... Nova 085777906197 #puasaramadhan #bmw #apartementanpadp #sewabeliapartemen #mersedesbenz #photography #cannonphotography #harleydavidson #corona #youtubechannel #mogeindonesia #yaris #covid19… https://www.instagram.com/p/B_5vJV6nhQq/?igshid=17lyv94gn0e71,2020-05-07 21:42:48+00:00,0,0,,#puasaramadhan #bmw #apartementanpadp #sewabeliapartemen #mersedesbenz #photography #cannonphotography #harleydavidson #corona #youtubechannel #mogeindonesia #yaris #covid19
70,mochrmndha,Topi gacokan + lagu sejuta umat #ngepod #vape #kamar #playdateedit #Corona #DiRumahBanyakRasa – at Nasi Goreng Mas Bowo,2020-05-07 16:32:09+00:00,0,0,,#ngepod #vape #kamar #playdateedit #Corona #DiRumahBanyakRasa
71,novry,Efek #Corona #Covid19 #WFH #DiRumahAja :). Pict by Nazwan Safwan @http://belajarforex.biz https://www.instagram.com/p/B_4s_cWDSnJ/?igshid=5x7xo6jez8ti,2020-05-07 12:04:44+00:00,0,0,,#Corona #Covid19 #WFH #DiRumahAja #DiRumahAja
72,daliatanjung,Representasi fenomena xenophobia terhadap keluarga raya dalam film knives out (representasi semiotika Charles Sanders Pierce) Nila Dahlia Apriani 1706015147 Seminar masalah penyiaran 6A @aryoseddyono #dirumahaja #seminarpenyiaran #covid19 #corona #BelajarDariRumah,2020-05-07 10:13:42+00:00,0,0,@aryoseddyono,#dirumahaja #dirumahaja #seminarpenyiaran #covid19 #corona #BelajarDariRumah
73,Yonansef,PERHATIAN !!!!⁣ ⁣ TOLONG DI SIMAK !⁣ ⁣ #MaafiniMah #LegalitasBerfikir #LehTung! #dagelan #awreceh #infoserang #kabarbanten #corona #covid19 #dirumahaja #stayathome #sahur #ramadhan #puasa #faktaindo @Majustudio… https://www.instagram.com/p/B_24yD7lomy/?igshid=w15opxx3cqqh,2020-05-06 19:14:57+00:00,0,0,,#MaafiniMah #LegalitasBerfikir #LehTung #dagelan #awreceh #infoserang #kabarbanten #corona #covid19 #dirumahaja #dirumahaja #stayathome #stayathome #sahur #ramadhan #puasa #faktaindo
74,alliberto1,LEBARAN INI KATA PEMERINTAH GA BOLEH MUDIK/pulang kampung. TAPI KALO UNTUK PULANG KE KOTA BOLEH KALI YA? #lebaran #eidmubarak #Mudik2020 #pulangkampung #corona #COVID19indonesia,2020-05-06 13:53:09+00:00,1,0,,#lebaran #eidmubarak #Mudik2020 #pulangkampung #corona #COVID19indonesia
75,pleuvoirbeta,"""Pengaruh Tayangan Kartun Rabbids Invasion Terhadap Perubahan Perilaku Anak (Studi Murid Kelas 1A SD Tebet Barat 08 Pagi) @aryoseddyono #dirumahaja #seminarpenyiaran #covid19 #corona #belajardarirumah",2020-05-06 06:17:06+00:00,0,0,@aryoseddyono,#dirumahaja #dirumahaja #seminarpenyiaran #covid19 #corona #belajardarirumah
76,EverGreen_GRLD,Ekspresikan diri with my glasses... #virtualphotoshoot #selftimerphotoshoot #selfquarantine #selfisolation #hoodie #viral #corona #psbb #Dirumahaja #wfh @Dirumah Aja https://www.instagram.com/p/B_1NFA_Jjwd/?igshid=1o5rmgnce3y7t,2020-05-06 03:28:09+00:00,0,0,,#virtualphotoshoot #selftimerphotoshoot #selfquarantine #selfisolation #hoodie #viral #corona #psbb #Dirumahaja #Dirumahaja #wfh
77,indosportdotcom,"Siapa sangka, ada klub kecil bernama Salernitana yang ternyata merupakan penghasil legenda Italia. Gennaro Gattuso dan Walter Zenga tercatat pernah memperkuat Salernitana semasa muda. #Salernitana #SerieB #SerieA #LigaItalia #Gattuso #Zenga #Corona #indosportdotcom #indosport",2020-05-06 03:16:14+00:00,2,10,,#Salernitana #SerieB #SerieA #LigaItalia #Gattuso #Zenga #Corona #indosportdotcom #indosport
78,Sasajus,"Thank You Our Hero #respect #corona #pahlawan #stayhome #staysafe @Jakarta, Indonesia https://www.instagram.com/p/B_z5fU2nmLTdfqo4bKLaUW98NrcluRASrRYoHI0/?igshid=1e7q373xunynt",2020-05-05 15:17:45+00:00,0,0,,#respect #corona #pahlawan #stayhome #stayhome #staysafe
79,masyoyoy,Kelamaan dikarantina begini nih. #Corona #CoronaUpdate #Coronavirus #COVIDー19 #DampakCorona #halu #GakMudik,2020-05-04 17:24:19+00:00,0,1,,#Corona #CoronaUpdate #Coronavirus #COVID #DampakCorona #halu #GakMudik
80,bumbuirengyusan,Selasa 5 Mei 2020 pukul 16.00 - 17.30 WIB Ba'da Ashar LIVE Instagram @teukuwisnu _ Jangan sampe ketinggalan yah! _ #bumbuirengyusan #bumbuireng #sharing #sharingsession #sharingiscaring #sharingilmu #berbagiilmu #ramadhan #covid #corona ,2020-05-04 09:42:42+00:00,0,0,@TeukuWisnu,#bumbuirengyusan #bumbuireng #sharing #sharingsession #sharingiscaring #sharingilmu #berbagiilmu #ramadhan #covid #corona
81,Fazrian_MY,"Quartine, isolasi... Berapa hari lagi ini, boring melanda seisi otakku yang ngga tau harus ngapain lagi... #quartine #isolasi #covid19 #corona #world",2020-05-03 16:05:43+00:00,0,0,,#quartine #isolasi #covid19 #corona #world
82,fukhiong,https://youtu.be/DhXR9zcOX-o *why the disciples lockdown themselves?* #Lockdown #covid_19 #motivation #inspire #corona ,2020-05-03 11:52:51+00:00,0,1,,#Lockdown #covid_19 #motivation #inspire #corona
83,syamsuddin_iyf,Bareng Tim Gugus Tugas Covid-19 SIMAHARAJA @simaharaja terus memberi manfaat. #corona #COVID19indonesia #stayatjaka,2020-05-02 20:46:44+00:00,0,0,@simaharaja,#corona #COVID19indonesia #stayatjaka
84,iwanrudianto,""" Pandemic 2020 at Ramadhan "" #corona #covid19 Photo ini biarlah menjadi sejarah adanya silent kill yg luar biasa... @Bintaro Plaza Indonesia https://www.instagram.com/p/B_rbT2AF0tp/?igshid=11j9i42uiwoy",2020-05-02 08:20:06+00:00,0,0,,#corona #covid19
85,hum_initiative,Bersama kita #fightcorona #Ramadan #RamadanBerbagi #RamadanPeduli #BulanKitaBerbagi #DiRumahAja #donasi #bantuan #yatim #duafa #charity #relawan #ramadanpenuhberkah #berbagi #kemanusiaan #donations #covid19 #coronavirus #corona #IndonesiaPastiBisa #lawancorona,2020-05-02 06:08:04+00:00,0,3,,#fightcorona #Ramadan #RamadanBerbagi #RamadanPeduli #BulanKitaBerbagi #DiRumahAja #DiRumahAja #donasi #bantuan #yatim #duafa #charity #relawan #ramadanpenuhberkah #berbagi #kemanusiaan #donations #covid19 #coronavirus #corona #IndonesiaPastiBisa #lawancorona
86,pradikacool,"Spesial Like #lockdownt #ᴅɪʀᴜᴍᴀʜᴀᴊᴀ #corona #world #watermark #hiburan #santuy @Cibubur, Jawa Barat, Indonesia https://www.instagram.com/p/B_rCVf6glj5/?igshid=w0intm1ncj7e",2020-05-02 04:42:06+00:00,0,0,,#lockdownt #corona #world #watermark #hiburan #santuy
87,filkhalqi21,Kebucinan saya Ketika Quarantine #Dirumahaja #Bucin #Anniv #Corona #Libra #Look #Virgo #VideoViralindonesia,2020-05-02 03:02:32+00:00,2,3,,#Dirumahaja #Dirumahaja #Bucin #Anniv #Corona #Libra #Look #Virgo #VideoViralindonesia
88,ferrysal1m,‘SATURTALK’ Besok sabtu malam minggu 2 Mei 2020 jam 21.00 WIB with special beautifull guest NADINE CHANDRAWINATA @nadinelist and ada GIVE AWAY buat kalian! #talkshow #sabtu #malamminggu #corona #covid #stayhome… https://www.instagram.com/p/B_pXLwXhwCK/?igshid=1nu21tjbsumts,2020-05-01 13:05:34+00:00,0,1,@nadinelist,#talkshow #sabtu #malamminggu #corona #covid #stayhome #stayhome
89,Baruch_Sax,Akhirnya ikutan merayakan #internationaljazzday walaupun telat. Mohon ijin yak fattykattytrio Four - Miles Davis #saxophone #soprano #instajam #indonesia #corona #jakarta #semarang #musician #music @TPU Jeruk Purut https://www.instagram.com/p/B_pTUBeHlel/?igshid=1v9zp3xqc3zvb,2020-05-01 12:35:26+00:00,0,0,,#internationaljazzday #saxophone #soprano #instajam #indonesia #corona #jakarta #semarang #musician #music
90,khodoel2G,Alhamdulillah terkasana tebar 2020 paket Ramadhan dengan mitra pengepul zakat (mpz) tarbiyah qolbu #lazgispeduli #nitipzakat #nitipsedekah #nitipdoa #nitipwakaf #ramadhan #takjil #bersamahadapicorona #corona #covid_19… https://www.instagram.com/p/B_o-hb5HWT_/?igshid=gi8pfdyi0oj,2020-05-01 09:30:05+00:00,0,0,,#lazgispeduli #nitipzakat #nitipsedekah #nitipdoa #nitipwakaf #ramadhan #takjil #bersamahadapicorona #corona #covid_19
91,biManusia,Apakah aku positif terjangkit virus #corona ? #funreading #QuickReading #1minutesbooster #1minutechallenge #BacaTarot #youtubevideos #tarot #tarotreadingmurah #TAROTREADING #tarotreader #opentable #openmic @… https://www.instagram.com/p/B_oMR8pnO7s/?igshid=34z3yicgjyog,2020-05-01 02:11:44+00:00,0,0,,#corona #funreading #QuickReading #1minutesbooster #1minutechallenge #BacaTarot #youtubevideos #tarot #tarotreadingmurah #TAROTREADING #tarotreader #opentable #openmic
92,hizki_febrian,Siapa kangen ke mall?? #tgr #tangerang #mall #covid19 #corona #jakarta #bogor #bekasi #depok #Jabodetabek #instagram #facebook #twitter #google #bazaar #pameran #eo #ramai #sepi @Angan-angan https://www.instagram.com/p/B_oBumGnSHb/?igshid=1nduvmbsupsuu,2020-05-01 00:38:50+00:00,0,0,,#tgr #tangerang #mall #covid19 #corona #jakarta #bogor #bekasi #depok #Jabodetabek #instagram #facebook #twitter #google #bazaar #pameran #eo #ramai #sepi
93,ky_oky07,"Meski waktu telah berlalu, kita tetap bersama. . . Sehat selalu buat kalian dan sehat selalu untuk semua orang yg ada di bumi ini, amin. . . . #like #story #storytime #untiltomorrow #corona #covid19 #covid_19 #word… https://www.instagram.com/p/B_n0Os1nAj-/?igshid=1grxdkdvrjq8j",2020-04-30 22:40:53+00:00,0,0,,#like #story #storytime #untiltomorrow #corona #covid19 #covid_19 #word
94,KembangLawang,Kirim bantuan nasi box untuk tim medis @rs_persahabatan Hari ini #nasiboxmurah #nasibox #nasikotak #delivery #corona #pandemic #restoran #makanterusss #makanenak @RSUP Persahabatan https://www.instagram.com/p/B_nKatEhrtX/?igshid=1gti60nx5h9f7,2020-04-30 16:35:34+00:00,0,0,@rs_persahabatan,#nasiboxmurah #nasibox #nasikotak #delivery #corona #pandemic #restoran #makanterusss #makanenak
